timestamp,losses_mw,vm_mean,vm_min,vm_max,voltage_deviation_pu,max_line_loading,n_overloaded_lines,n_voltage_violations,total_load_mw,converged,total_gen_mw,ev_soc_mean,ev_p_total
2019-01-01 00:00:00+00:00,19.60335756167848,1.0400766938647172,0.982,1.0710433643911754,0.041958745146768436,0.9470759081317536,0,15,4207.2643268392085,True,2673.302662475884,0.5,0.0
2019-01-01 01:00:00+00:00,19.197387851519025,1.0407282999058647,0.982,1.0722865972299263,0.04261035118791604,0.9540537689303985,0,15,4058.7755091979243,True,2505.4437020329483,0.5,0.0
2019-01-01 02:00:00+00:00,20.544995337377756,1.0411059311224182,0.982,1.0726183645508287,0.0429879824044696,1.0186383408894122,1,15,3939.2702026693996,True,2302.4462812652782,0.5,0.0
2019-01-01 03:00:00+00:00,22.818201936661186,1.0405919328610262,0.982,1.0721414562100096,0.04247398414307736,1.094751972706862,2,15,3936.577810614589,True,2181.5047852413527,0.5,0.0
2019-01-01 04:00:00+00:00,24.68236784265584,1.0403863764591588,0.982,1.0712669154720478,0.04226842774121009,1.1604104991972282,2,15,3909.7613648816036,True,2074.956655400909,0.5,0.0
2019-01-01 05:00:00+00:00,26.376428258360242,1.0402984015554066,0.982,1.0707656387526285,0.04218045283745789,1.2165044360209518,2,15,3860.679846758464,True,1952.2115625114254,0.5,0.0
2019-01-01 06:00:00+00:00,27.896760053092365,1.0396494956161395,0.982,1.0697268897255576,0.04153154689819062,1.256556971861845,2,15,3918.997314029536,True,1953.7844350380692,0.5,0.0
2019-01-01 07:00:00+00:00,29.75349441129279,1.03899367751513,0.982,1.0683472613009328,0.04087572879718108,1.310347213989991,2,13,3962.4923308867706,True,1900.7422191321311,0.5,0.0
2019-01-01 08:00:00+00:00,32.64183833727457,1.0371090453180518,0.982,1.0658714696455514,0.038991096600103144,1.390158375952593,3,10,4243.3075273418435,True,1881.871889347557,0.5,0.0
2019-01-01 09:00:00+00:00,44.22309393542588,1.0335704299064048,0.982,1.061806241293175,0.035536490836178866,1.6193173672839458,3,6,4489.850944385337,True,1552.4486508165153,0.5,0.0
2019-01-01 10:00:00+00:00,61.06897053641683,1.028339209122577,0.982,1.056693574011416,0.030460837612323148,1.9527286776853578,3,5,4791.043461155995,True,1283.7310288563356,0.5,0.0
2019-01-01 11:00:00+00:00,64.06915588188116,1.0266215474841145,0.982,1.0556309990096586,0.02879946890021202,2.0247122931224455,3,4,4977.9638378007885,True,1345.0383929417887,0.5,0.0
2019-01-01 12:00:00+00:00,62.03494331661095,1.0272589400184937,0.982,1.0563459701427695,0.02941914230066721,1.9354759271202426,3,5,4938.223261992779,True,1416.2174340818337,0.5,0.0
2019-01-01 13:00:00+00:00,51.39903347227204,1.029365565913245,0.982,1.0589243703876277,0.03146018680355872,1.7305516988596632,3,5,4913.129811627016,True,1817.7571089533426,0.5,0.0
2019-01-01 14:00:00+00:00,42.12010407371847,1.0307068795831555,0.982,1.060748728717638,0.03275231116186211,1.540595781765976,3,5,4934.108528392197,True,2386.9903228472012,0.5,0.0
2019-01-01 15:00:00+00:00,42.01783069082817,1.02936346540162,0.982,1.0595292335821342,0.03142559807068293,1.4960057194072862,2,5,5111.530284756181,True,2771.467877984771,0.5,0.0
2019-01-01 16:00:00+00:00,44.72111241211353,1.0269338739322666,0.982,1.0570914306981656,0.029070176435294564,1.5176310088340692,2,5,5431.9481214181405,True,3071.837415812992,0.5,0.0
2019-01-01 17:00:00+00:00,45.10782425731873,1.0264051776288312,0.982,1.056797321851699,0.028571691004605413,1.5155254386251908,2,5,5490.714626617992,True,3132.1758936761053,0.5,0.0
2019-01-01 18:00:00+00:00,43.42965334591103,1.0268901800824308,0.982,1.0579000905995148,0.02905001302994922,1.4852593687526463,2,5,5435.7908000543475,True,3095.099508633506,0.5,0.0
2019-01-01 19:00:00+00:00,42.24333119896638,1.0283972271967807,0.982,1.0597426881686831,0.03050951404916618,1.479580257383906,2,5,5220.000495887898,True,2879.4329074332727,0.5,0.0
2019-01-01 20:00:00+00:00,41.5067614166605,1.0298165487571904,0.982,1.061036176531896,0.031891615524540666,1.4725001955434878,2,6,5036.750214307851,True,2722.270379849327,0.5,0.0
2019-01-01 21:00:00+00:00,39.23945179163521,1.0309759888332994,0.982,1.0617991232123207,0.03300554296568733,1.4340650217449393,2,6,4951.751984769671,True,2693.6440601208596,0.5,0.0
2019-01-01 22:00:00+00:00,37.55965841423922,1.0330732543856573,0.982,1.0636333305774388,0.03502164765803407,1.422645520881332,2,8,4676.284484249464,True,2439.14148606393,0.5,0.0
2019-01-01 23:00:00+00:00,33.53871096877662,1.0350546694820126,0.982,1.0655040334075454,0.036945897416822054,1.3410676770088024,2,8,4500.289559006105,True,2375.343555716022,0.5,0.0
2019-01-02 00:00:00+00:00,31.268839751734298,1.036185151173769,0.982,1.066732784753925,0.03806720245582011,1.300874638351363,2,9,4338.148452994334,True,2270.3203836956154,0.5,0.0
2019-01-02 01:00:00+00:00,30.279109872697703,1.03661574319284,0.982,1.0675312181267462,0.0384977944748914,1.2755349706658299,2,10,4290.202786760663,True,2255.1961119771418,0.5,0.0
2019-01-02 02:00:00+00:00,30.469705269203136,1.036899091410761,0.982,1.0675013327150418,0.038783012407242023,1.2725108881680287,2,10,4254.002932933427,True,2251.75033497208,0.5,0.0
2019-01-02 03:00:00+00:00,31.190391347460753,1.0357751113931095,0.982,1.0665434315832774,0.037689806007769965,1.2749810285003524,2,8,4428.664898711964,True,2403.739681208229,0.5,0.0
2019-01-02 04:00:00+00:00,34.24437994653433,1.0334640925398415,0.982,1.0642964945919349,0.03545784869782463,1.3224087962739215,2,8,4716.317473786792,True,2627.0735246884433,0.5,0.0
2019-01-02 05:00:00+00:00,38.21882458434324,1.0290471438073434,0.982,1.0602786028306797,0.031184354870431814,1.354852201324782,2,6,5304.592949211314,True,3149.704967219989,0.5,0.0
2019-01-02 06:00:00+00:00,41.62632007887208,1.0251531739123048,0.982,1.0562540315796909,0.02758082889800247,1.3586879295423466,2,5,5849.02441503919,True,3686.6270525868813,0.5,0.0
2019-01-02 07:00:00+00:00,42.61346162134266,1.0232873411755583,0.982,1.0539388417261375,0.026160045183769798,1.3334132322413565,2,3,6177.309075355394,True,4022.916857923026,0.5,0.0
2019-01-02 08:00:00+00:00,49.73581707282546,1.0219199955192517,0.982,1.0528388404401476,0.02490364003536673,1.5813837173348029,3,2,6378.660302019243,True,3403.9826549829,0.5,0.0
2019-01-02 09:00:00+00:00,100.16420286715822,1.0098249020681167,0.9768247689768433,1.0456788964722288,0.019396753079323932,2.7648728514235152,3,0,6523.337805587276,True,1895.648391883704,0.5,0.0
2019-01-02 10:00:00+00:00,135.5449339799267,1.0004924353574816,0.9609620370515275,1.04,0.023018052856493006,3.4910719766550757,4,0,6641.470777886624,True,799.6920117680708,0.5,0.0
2019-01-02 11:00:00+00:00,137.44049380114168,0.9998494739808993,0.9597752665080204,1.0400000000000003,0.02351070225587084,3.5372451895906094,4,0,6675.893677950953,True,805.0298615955686,0.5,0.0
2019-01-02 12:00:00+00:00,131.82784448858393,1.0017302153564023,0.9633379761696338,1.0410891737174037,0.02234185640685274,3.4596166679823477,3,0,6591.812293989571,True,791.0090738872233,0.5,0.0
2019-01-02 13:00:00+00:00,93.60643204340843,1.0121781309612323,0.981320534830838,1.0471203829265554,0.01975725153604574,2.73588258381646,2,0,6427.415835258569,True,1898.9537690305037,0.5,0.0
2019-01-02 14:00:00+00:00,39.57030278485702,1.0240454938888617,0.982,1.0538488631521252,0.02660322877836988,1.329928901563677,2,3,6430.974373176506,True,3796.135499059459,0.5,0.0
2019-01-02 15:00:00+00:00,36.845561829302916,1.0229081601968482,0.982,1.0521674611145115,0.026035238039308857,0.9777056546045698,0,3,6521.034900054082,True,4909.319278173265,0.5,0.0
2019-01-02 16:00:00+00:00,40.33926748199407,1.0194891673265967,0.982,1.0492426979176854,0.024186844940720403,0.9357755767480247,0,0,6914.397851453557,True,5426.748777824852,0.5,0.0
2019-01-02 17:00:00+00:00,39.55228067213969,1.019716264937987,0.982,1.0491948752473785,0.024286553052347844,0.890388096117334,0,0,6904.112281465346,True,5530.584138244317,0.5,0.0
2019-01-02 18:00:00+00:00,37.000783669620446,1.021578023146313,0.982,1.0505988636219794,0.02518051479521543,0.8629099355501696,0,3,6696.924103780704,True,5430.574662463565,0.5,0.0
2019-01-02 19:00:00+00:00,33.07222312280824,1.0245507467128312,0.982,1.0535074128136437,0.02723058341146712,0.8251171087174186,0,5,6345.085200151771,True,5177.800125174979,0.5,0.0
2019-01-02 20:00:00+00:00,30.145980807968854,1.0270299268907646,0.982,1.0563986580494154,0.029265036227583214,0.7913071482536839,0,5,6051.006769991158,True,4967.506638873433,0.5,0.0
2019-01-02 21:00:00+00:00,27.993049917578833,1.0287668400029604,0.982,1.0582901416646378,0.030939051857489058,0.7611009161683195,0,6,5848.673425541228,True,4837.62941293167,0.5,0.0
2019-01-02 22:00:00+00:00,24.097414328843453,1.0322717131472727,0.982,1.0625383386853227,0.034337275372222024,0.7062437300397323,0,7,5417.942579556256,True,4480.419177431223,0.5,0.0
2019-01-02 23:00:00+00:00,21.097036952426635,1.0349577312101967,0.982,1.0657367013767252,0.036924818618483735,0.6697158536888195,0,8,5077.289280924807,True,4152.485802801653,0.5,0.0
2019-01-03 00:00:00+00:00,19.87852223300424,1.035864217687819,0.982,1.066818043691297,0.037810207129032866,0.6490889198064075,0,10,4943.070856528018,True,4013.8673741207845,0.5,0.0
2019-01-03 01:00:00+00:00,19.360483421404194,1.0361683272334863,0.982,1.0673950184602494,0.03810625835133213,0.6395654247318572,0,10,4885.027246097717,True,3983.377691625835,0.5,0.0
2019-01-03 02:00:00+00:00,19.126071679816828,1.036329148502258,0.982,1.0675555990922385,0.03826207688480408,0.6380489146980963,0,10,4860.218182232249,True,3929.950338530197,0.5,0.0
2019-01-03 03:00:00+00:00,19.82826254408998,1.0359566320026619,0.982,1.0670852730665397,0.03790484758443776,0.651227110027344,0,10,4921.095143313869,True,3947.6124580541896,0.5,0.0
2019-01-03 04:00:00+00:00,21.93372821264148,1.0340686168724076,0.982,1.0645530448230605,0.03608351835589779,0.6801635333067533,0,8,5180.497443735432,True,4167.386566913839,0.5,0.0
2019-01-03 05:00:00+00:00,26.28946956626628,1.0302442133931693,0.982,1.0596343107436788,0.03240394666292939,0.7265121879187526,0,6,5672.888792066808,True,4650.22243752202,0.5,0.0
2019-01-03 06:00:00+00:00,31.064123611236777,1.0261601909553424,0.982,1.054263951688311,0.028439134125548195,0.7798741442336847,0,5,6180.411747302674,True,5159.712850128159,0.5,0.0
2019-01-03 07:00:00+00:00,33.39553556634341,1.023803577758518,0.982,1.0518087939927696,0.026574787580145545,0.790981315299557,0,4,6505.065997837539,True,5376.741620568669,0.5,0.0
2019-01-03 08:00:00+00:00,30.8003523585705,1.0246158381039474,0.982,1.0529885469740052,0.027097636954517307,0.8605401996499836,0,4,6693.2806517359495,True,4698.194631234184,0.5,0.0
2019-01-03 09:00:00+00:00,41.498750088024764,1.0228850391180282,0.982,1.052633084960496,0.025554286599355987,1.7296898580206963,2,2,6738.745723704599,True,3654.875543211916,0.5,0.0
2019-01-03 10:00:00+00:00,58.38363517936673,1.0181578804260096,0.982,1.0504271077986829,0.022810825470838413,2.2815442638393546,2,1,6863.417890134779,True,3119.1199978634736,0.5,0.0
2019-01-03 11:00:00+00:00,57.141808200781945,1.0183182920435223,0.982,1.05072740695347,0.022970799955250486,2.2506343730927028,2,1,6887.363946475142,True,3199.19299186611,0.5,0.0
2019-01-03 12:00:00+00:00,44.42199286953905,1.0220103891590402,0.982,1.052608168047469,0.025090894225431447,1.8852716527410174,2,2,6762.684272893349,True,3558.1098480020246,0.5,0.0
2019-01-03 13:00:00+00:00,30.748691604658568,1.025385102934556,0.982,1.0541007386259258,0.02773657533107748,1.1377271668792694,1,5,6660.97961125216,True,4417.1235577248635,0.5,0.0
2019-01-03 14:00:00+00:00,32.65568006586312,1.0239613800866585,0.982,1.0528096334951187,0.02656590924113412,0.66179096211166,0,4,6592.18758110225,True,5562.243744055351,0.5,0.0
2019-01-03 15:00:00+00:00,40.39934361821476,1.0206116119789594,0.982,1.0514811520086647,0.024402281645261186,0.7754271000901504,0,1,6697.665671430191,True,6143.652098590015,0.5,0.0
2019-01-03 16:00:00+00:00,43.92952386218658,1.0176389455398647,0.982,1.049091259923827,0.023159272932079974,0.8048887334934288,0,0,7015.508979051993,True,6417.401432164492,0.5,0.0
2019-01-03 17:00:00+00:00,43.71214669912794,1.0176687288617654,0.982,1.0491570409497073,0.023224306684605987,0.8107214158713101,0,0,7007.895568095963,True,6388.797388649733,0.5,0.0
2019-01-03 18:00:00+00:00,41.36558001706819,1.019601376826659,0.982,1.0507279330574206,0.024011152550276485,0.8039342440370559,0,1,6803.333870398713,True,6184.571556734555,0.5,0.0
2019-01-03 19:00:00+00:00,36.98298806279098,1.0228254304329194,0.982,1.05314856504959,0.02583077805917453,0.7719062855038257,0,4,6443.639694934531,True,5834.530772723795,0.5,0.0
2019-01-03 20:00:00+00:00,34.25133586620988,1.0251462437684917,0.982,1.0550173355820993,0.02753771966125285,0.7446511552260319,0,5,6163.713232818853,True,5599.595001897446,0.5,0.0
2019-01-03 21:00:00+00:00,31.916719564957635,1.027189250791144,0.982,1.0562480212126273,0.029410093925762465,0.7146582316571239,0,5,5929.776979360462,True,5430.135412997936,0.5,0.0
2019-01-03 22:00:00+00:00,28.783881557606357,1.0297009704406161,0.982,1.0596697816396463,0.03183847064546139,0.6807962128230722,0,6,5602.710806033491,True,5135.618990454588,0.5,0.0
2019-01-03 23:00:00+00:00,24.808568931016296,1.032606887232166,0.982,1.063229463208326,0.03463897372303443,0.6452959503870586,0,7,5258.1055778015725,True,4781.486438483724,0.5,0.0
2019-01-04 00:00:00+00:00,21.306715768997087,1.0349864894544116,0.982,1.066035840787511,0.036947574616921317,0.6238872882489144,0,8,4997.504934720478,True,4420.317319444489,0.5,0.0
2019-01-04 01:00:00+00:00,20.435494615489272,1.0354620474408383,0.982,1.0669725094146598,0.03740672856813313,0.633539565058895,0,9,4941.310575044193,True,4257.70114364616,0.5,0.0
2019-01-04 02:00:00+00:00,20.1547503963345,1.0355295894084817,0.982,1.0670820111012203,0.03748356122347724,0.6431629207145431,0,10,4946.908971918018,True,4152.789540207801,0.5,0.0
2019-01-04 03:00:00+00:00,20.795795063680327,1.0350475365436818,0.982,1.0664535945910023,0.03702355698845607,0.6637956635018013,0,8,5027.173559705716,True,4118.288198258722,0.5,0.0
2019-01-04 04:00:00+00:00,22.387505953788633,1.0336551546807617,0.982,1.0641298436248572,0.03569088533199954,0.6839779063980322,0,8,5228.832162081872,True,4218.296056044533,0.5,0.0
2019-01-04 05:00:00+00:00,26.946006739729356,1.0296250484537541,0.982,1.0587885764543357,0.031799815452219174,0.7414713010199993,0,6,5747.416703798261,True,4642.126718410985,0.5,0.0
2019-01-04 06:00:00+00:00,32.61115626957076,1.024912101667329,0.982,1.0531989284679515,0.027450691297245547,0.8130973840824753,0,5,6322.021596982263,True,5095.88576431858,0.5,0.0
2019-01-04 07:00:00+00:00,35.81444540610397,1.0223326218854265,0.982,1.050939983600188,0.025625226330989254,0.8385995480559814,0,2,6644.073234617963,True,5295.680958612019,0.5,0.0
2019-01-04 08:00:00+00:00,35.98703404475254,1.0219305585015201,0.982,1.0508955366265025,0.025314770742609745,0.9444383938612699,0,2,6835.764289898182,True,5044.088749177035,0.5,0.0
2019-01-04 09:00:00+00:00,38.668928271314954,1.0217008415802518,0.982,1.050995036296083,0.024982374083968268,1.1858439079018008,2,2,6913.704227645953,True,4495.026135034331,0.5,0.0
2019-01-04 10:00:00+00:00,44.615165817376656,1.0202007962601938,0.982,1.0502949051918677,0.02399249293089688,1.4312277607774213,2,1,6992.71474663886,True,4093.513389971562,0.5,0.0
2019-01-04 11:00:00+00:00,47.21402182327181,1.0191220554424423,0.982,1.0498973124256419,0.023408259846714352,1.4706697435943727,2,0,7040.075631696187,True,4065.032195605757,0.5,0.0
2019-01-04 12:00:00+00:00,44.820568151471775,1.0198698529284116,0.982,1.050615720583438,0.023913758356990177,1.383254505145089,2,1,6955.691814249871,True,4189.875341990933,0.5,0.0
2019-01-04 13:00:00+00:00,39.924006258678894,1.0212420471152714,0.982,1.0515230573913992,0.024850159401101475,1.2137051221201247,1,2,6807.0797901673295,True,4508.023664324376,0.5,0.0
2019-01-04 14:00:00+00:00,39.01298660134668,1.020871402583246,0.982,1.0511408066350059,0.02481996142958839,1.0479279044897376,1,2,6772.645056163234,True,4933.562924835864,0.5,0.0
2019-01-04 15:00:00+00:00,41.35219653119206,1.0192969964418974,0.982,1.0496558771562565,0.024173541462197787,1.020375372381899,2,0,6897.8849768588625,True,5231.786657279524,0.5,0.0
2019-01-04 16:00:00+00:00,43.896990266818975,1.017770238409433,0.982,1.0482752607102221,0.023545285206666416,1.047879992973278,2,0,7070.912331068755,True,5391.065798776062,0.5,0.0
2019-01-04 17:00:00+00:00,42.82454573607956,1.0184052170774796,0.982,1.048821054364045,0.023810851908828565,1.0355378709548737,2,0,6998.918158337916,True,5328.354618136722,0.5,0.0
